-4.0609, 0.050676
44.670, 5.4661
101.52, 13.453
198.98, 25.232
304.57, 40.124
418.27, 53.797
531.98, 62.733
710.66, 69.775
970.56, 74.382
1262.9, 70.461
1417.3, 64.779
1628.4, 54.901
1839.6, 48.813
2164.5, 39.614
2562.4, 30.686
2968.5, 20.676
3545.2, 12.158
4170.6, 6.3480
4714.7, 2.7024
