-34.253, 3.5924
-186.49, 14.987
-338.73, 29.040
-460.51, 44.738
-544.24, 63.347
-643.20, 73.475
-879.16, 78.416
-1191.2, 79.813
-1579.4, 75.136
-1899.1, 69.065
-2272.1, 58.438
-2603.2, 48.949
-2892.5, 37.435
-3231.2, 26.554
-3512.8, 20.103
-3863.0, 11.881
